"","Return AMZN","S&P500"
"1",-0.461970871985734,1.591608159
"2",0.588264857206915,0.311083259
"3",-1.82817857212269,0.054537178
"4",-1.71596202828264,0.399321769
"5",2.67168588560556,0.287758302
"6",-2.43350975028396,0.174523163
"7",-2.29770260880831,-0.942544577
"8",1.37255762112455,0.829145632
"9",-1.37255762112455,0.242348622
"10",-0.165035207779776,-1.088212662
"11",0.368991193934392,1.242215106
"12",-1.44444044172936,-1.065438625
"13",0.665615764395193,-1.912665764
"14",-4.1852533743192,-2.2389779
"15",-0.926623664401672,0.458755857
"16",-0.692270996499742,-0.421205753
"17",2.70007482179164,0.486828282
"18",2.63701992401516,-1.188812581
"19",-0.493156418344058,-0.987779889
"20",-5.35579175011538,1.416530528
"21",-0.632940195656515,1.288952056
"22",0.826237729502108,-0.548935039
"23",-2.68906264067544,-3.163585611
"24",1.2428883209929,0.289293031
"25",-0.478181252387014,-0.890280294
"26",1.02189171206078,1.295584243
"27",-0.569267861303847,-0.223506976
"28",2.29952860087224,0.96338825
"29",-0.358700697430796,-0.274836618
"30",-1.79608097536345,1.784065321
"31",-1.04345884807756,0.422900492
"32",1.51033546343103,0.656315752
"33",-0.475387145177973,0.218423491
"34",0.416087724732164,-0.104640496
"35",-0.654628480170619,-1.217664478
"36",2.09325925536541,0.967351911
"37",-1.27776117460346,-0.208320871
"38",0.169065975051018,0.140439271
"39",5.05582181320576,1.010725769
"40",0.791780839003925,0.232773131
"41",0.286373597083137,0.04291091
"42",2.07538305070305,0.37291564
"43",0.295218514265757,1.391028239
"44",0.926573671677566,-0.017561128
"45",-0.996411874305747,0.171127187
"46",1.30336784100636,0.451435475
"47",2.32507504015961,0.403337442
"48",-1.32631555425028,-0.021736957
"49",-0.524817305385615,0.045209303
"50",0.502045786756067,0.774901483
"51",-0.342034323347329,0.580479533
"52",1.07535988823073,-0.032589923
"53",-1.83197627803977,-0.509942676
"54",0.0920136532824793,0.50823598
"55",-0.931748178923194,0.714537748
"56",-0.948318072177654,-0.550844768
"57",5.09300856475029,-0.170562174
"58",0.24463632597142,0.073745117
"59",0.044412615693696,0.566714641
"60",1.07473026809761,0.004265861
"61",-0.594823110259663,-0.327824247
"62",-2.96008305227602,0.738645411
"63",-0.243063542648657,0.789672875
"64",3.04834908607038,0.168287888
"65",-0.510301752920716,-0.589404277
"66",4.41648973913171,0.336866123
"67",-0.640532389956876,0.666166854
"68",0.810641586490529,0.176505056
"69",-0.73926480857889,0.068516658
"70",2.89711933774771,1.108836261
"71",1.06171832783013,0.084218438
"72",-2.53495218027311,-1.625798237
"73",0.182709121960314,0.451114103
"74",1.23506022468659,0.802604539
"75",1.53462467163427,-0.101951682
"76",2.46876367547939,0.226132103
"77",-4.39945042621472,0.709826739
"78",2.39400298043553,-0.430570397
"79",-3.52126921407606,-2.365964027
"80",-1.89791239339874,0.644195803
"81",1.69350139711297,1.286018033
"82",-3.32131806241927,-1.678781024
"83",0.284059322347883,1.303525799
"84",-5.73253057785008,-2.41271998
"85",0.84368579990555,-0.660834225
"86",-1.71009097288641,-3.288844091
"87",-2.94081175423375,-1.542664571
"88",4.92548151241573,4.303470364
"89",-0.634184360469176,-0.340307557
"90",2.58024224238964,1.36459925
"91",-1.80904461333271,-1.221950029
"92",-2.26163639730551,-1.897898078
